,Airline,Flight Number,Date of Departure,From,To,Duration,Total Stops,Price
1340,Indigo,6E-6202,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,410"
1341,Indigo,6E-2176,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,410"
1342,Indigo,6E-5041,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,410"
1343,Indigo,6E-6261,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,410"
1344,Indigo,6E-5087,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,410"
1345,Indigo,6E-2519,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,410"
1346,AirAsia,I5-764,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1347,Indigo,6E-2054,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1348,Indigo,6E-5001,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1349,GO FIRST,G8- 334,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1350,Indigo,6E-5329,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1351,Indigo,6E-6278,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1352,Indigo,6E- 218,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1353,GO FIRST,G8- 336,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1354,Indigo,6E- 864,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,410"
1355,GO FIRST,G8-2501,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1356,Indigo,6E-5328,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1357,GO FIRST,G8- 338,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1358,GO FIRST,G8- 392,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1359,GO FIRST,G8- 323,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1360,GO FIRST,G8- 346,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1361,AirAsia,I5-482,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1362,GO FIRST,G8- 354,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,410"
1363,GO FIRST,G8- 330,Apr 12,Delhi,Mumbai,02h 30m,non-stop,"2,410"
1364,Indigo,6E-6245,Apr 12,Delhi,Mumbai,06h 00m,1-stop,"2,410"
1365,Indigo,6E-2013,Apr 12,Delhi,Mumbai,07h 35m,1-stop,"2,410"
1366,Vistara,UK-975,Apr 12,Delhi,Mumbai,02h 00m,non-stop,"2,476"
1367,Vistara,UK-953,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,476"
1368,Vistara,UK-981,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,476"
1369,Air India,AI-665,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,476"
1370,Air India,AI-865,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,476"
1371,Air India,AI-805,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,476"
1372,Air India,AI-624,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,476"
1373,Air India,AI-636,Apr 12,Delhi,Mumbai,03h 10m,1-stop Via Indore,"2,476"
1374,Air India,AI-441,Apr 12,Delhi,Mumbai,03h 45m,1-stop Via IXU,"2,476"
1375,SpiceJet,SG-8723,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,937"
1376,SpiceJet,SG-8701,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,937"
1377,SpiceJet,SG-8169,Apr 12,Delhi,Mumbai,02h 20m,non-stop,"2,937"
1378,Vistara,UK-927,Apr 12,Delhi,Mumbai,02h 05m,non-stop,"2,700"
1379,Vistara,UK-993,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,700"
1380,Vistara,UK-933,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,700"
1381,Vistara,UK-985,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,700"
1382,Vistara,UK-995,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"2,700"
1383,Vistara,UK-945,Apr 12,Delhi,Mumbai,02h 20m,non-stop,"2,700"
1384,Indigo,6E-2046,Apr 12,Delhi,Mumbai,02h 10m,non-stop,"2,791"
1385,SpiceJet,SG-8709,Apr 12,Delhi,Mumbai,02h 20m,non-stop,"3,251"
1386,Vistara,UK-943,Apr 12,Delhi,Mumbai,02h 15m,non-stop,"3,100"
1387,Vistara,UK-963,Apr 12,Delhi,Mumbai,02h 20m,non-stop,"3,100"
1388,Vistara,UK-941,Apr 12,Delhi,Mumbai,02h 20m,non-stop,"3,100"
1389,Vistara,UK-955,Apr 12,Delhi,Mumbai,02h 20m,non-stop,"3,100"
1390,Vistara,UK-977,Apr 12,Delhi,Mumbai,02h 20m,non-stop,"3,100"
1391,AirAsia,I5-788,Apr 12,Delhi,Mumbai,14h 15m,1-stop,"3,205"
1392,Air India,AI-9643,Apr 12,Delhi,Mumbai,20h 50m,1-stop,"3,291"
1393,GO FIRST,G8- 717,Apr 12,Delhi,Mumbai,04h 25m,1-stop,"3,330"
1394,GO FIRST,G8- 713,Apr 12,Delhi,Mumbai,05h 55m,1-stop,"3,330"
1395,GO FIRST,G8- 719,Apr 12,Delhi,Mumbai,08h 55m,1-stop,"3,330"
1396,GO FIRST,G8- 717,Apr 12,Delhi,Mumbai,09h 15m,1-stop,"3,330"
1397,Air India,AI-9887,Apr 12,Delhi,Mumbai,15h 40m,1-stop,"3,488"
1398,Air India,AI-491,Apr 12,Delhi,Mumbai,03h 50m,1-stop,"3,554"
1399,Air India,AI-9843,Apr 12,Delhi,Mumbai,09h 45m,1-stop,"3,564"
1400,Vistara,UK-833,Apr 12,Delhi,Mumbai,07h 20m,1-stop,"3,569"
1401,Vistara,UK-833,Apr 12,Delhi,Mumbai,15h 25m,1-stop,"3,569"
1402,Air India,AI-861,Apr 12,Delhi,Mumbai,04h 30m,1-stop,"3,677"
1403,Air India,AI-839,Apr 12,Delhi,Mumbai,10h 00m,1-stop,"3,831"
1404,Air India,AI-560,Apr 12,Delhi,Mumbai,24h 05m,1-stop,"3,831"
1405,SpiceJet,SG-2871,Apr 12,Delhi,Mumbai,04h 20m,1-stop,"4,197"
1406,Air India,AI-429,Apr 12,Delhi,Mumbai,07h 20m,1-stop,"3,855"
1407,Air India,AI-439,Apr 12,Delhi,Mumbai,11h 05m,1-stop,"3,855"
1408,Air India,AI-540,Apr 12,Delhi,Mumbai,20h 25m,1-stop,"3,855"
1409,Vistara,UK-879,Apr 12,Delhi,Mumbai,05h 20m,1-stop,"3,883"
1410,Vistara,UK-829,Apr 12,Delhi,Mumbai,07h 25m,1-stop,"3,883"
1411,Vistara,UK-899,Apr 12,Delhi,Mumbai,08h 15m,1-stop,"3,883"
1412,Vistara,UK-871,Apr 12,Delhi,Mumbai,13h 25m,1-stop,"3,883"
1413,Vistara,UK-829,Apr 12,Delhi,Mumbai,15h 55m,1-stop,"3,883"
1414,Vistara,UK-879,Apr 12,Delhi,Mumbai,16h 20m,1-stop,"3,883"
1415,Vistara,UK-871,Apr 12,Delhi,Mumbai,17h 55m,1-stop,"3,883"
1416,Vistara,UK-899,Apr 12,Delhi,Mumbai,19h 15m,1-stop,"3,883"
1417,Vistara,UK-879,Apr 12,Delhi,Mumbai,20h 50m,1-stop,"3,883"
1418,Vistara,UK-899,Apr 12,Delhi,Mumbai,23h 45m,1-stop,"3,883"
1419,Vistara,UK-835,Apr 12,Delhi,Mumbai,13h 05m,1-stop,"3,884"
1420,Vistara,UK-837,Apr 12,Delhi,Mumbai,15h 35m,1-stop,"3,884"
1421,Vistara,UK-835,Apr 12,Delhi,Mumbai,15h 45m,1-stop,"3,884"
1422,Vistara,UK-837,Apr 12,Delhi,Mumbai,18h 15m,1-stop,"3,884"
1423,Vistara,UK-835,Apr 12,Delhi,Mumbai,18h 35m,1-stop,"3,884"
1424,Vistara,UK-837,Apr 12,Delhi,Mumbai,21h 05m,1-stop,"3,884"
1425,Indigo,6E-2168,Apr 12,Delhi,Mumbai,04h 30m,1-stop,"4,119"
1426,Indigo,6E-5042,Apr 12,Delhi,Mumbai,07h 50m,1-stop,"4,119"
1427,Indigo,6E- 698,Apr 12,Delhi,Mumbai,09h 35m,1-stop,"4,119"
1428,Air India,AI-437,Apr 12,Delhi,Mumbai,13h 40m,1-stop,"4,161"
1429,Air India,AI-481,Apr 12,Delhi,Mumbai,14h 45m,1-stop,"4,161"
1430,Air India,AI-435,Apr 12,Delhi,Mumbai,17h 30m,1-stop,"4,161"
1431,Air India,AI-481,Apr 12,Delhi,Mumbai,25h 00m,1-stop,"4,161"
1432,Indigo,6E- 153,Apr 12,Delhi,Mumbai,04h 40m,1-stop,"4,193"
1433,Indigo,6E-6939,Apr 12,Delhi,Mumbai,06h 55m,1-stop,"4,193"
1434,Indigo,6E- 607,Apr 12,Delhi,Mumbai,09h 45m,1-stop,"4,193"
1435,Air India,AI-641,Apr 12,Delhi,Mumbai,09h 50m,1-stop,"4,233"
1436,Air India,AI-641,Apr 12,Delhi,Mumbai,23h 35m,1-stop,"4,233"
1437,Air India,AI-542,Apr 12,Delhi,Mumbai,21h 25m,1-stop,"4,251"
1438,Indigo,6E-5026,Apr 12,Delhi,Mumbai,04h 45m,1-stop,"4,316"
1439,Indigo,6E-2033,Apr 12,Delhi,Mumbai,05h 30m,1-stop,"4,316"
1440,Indigo,6E- 607,Apr 12,Delhi,Mumbai,07h 30m,1-stop,"4,316"
1441,Indigo,6E-2033,Apr 12,Delhi,Mumbai,07h 45m,1-stop,"4,316"
1442,Indigo,6E-2033,Apr 12,Delhi,Mumbai,10h 00m,1-stop,"4,316"
1443,Indigo,6E- 153,Apr 12,Delhi,Mumbai,10h 10m,1-stop,"4,316"
1444,Indigo,6E-6231,Apr 12,Delhi,Mumbai,05h 20m,1-stop,"4,329"
1445,Vistara,UK-637,Apr 12,Delhi,Mumbai,04h 25m,1-stop,"4,381"
1446,Vistara,UK-706,Apr 12,Delhi,Mumbai,07h 55m,1-stop,"4,381"
1447,Vistara,UK-637,Apr 12,Delhi,Mumbai,18h 20m,1-stop,"4,381"
1448,Vistara,UK-706,Apr 12,Delhi,Mumbai,21h 50m,1-stop,"4,381"
1449,GO FIRST,G8- 107,Apr 12,Delhi,Mumbai,12h 55m,1-stop,"4,400"
1450,AirAsia,I5-747,Apr 12,Delhi,Mumbai,06h 00m,1-stop,"4,838"
1451,AirAsia,I5-747,Apr 12,Delhi,Mumbai,06h 00m,1-stop,"4,838"
1452,AirAsia,I5-735,Apr 12,Delhi,Mumbai,09h 50m,1-stop,"4,838"
1453,AirAsia,I5-721,Apr 12,Delhi,Mumbai,10h 30m,1-stop,"4,838"
1454,AirAsia,I5-747,Apr 12,Delhi,Mumbai,12h 40m,1-stop,"4,838"
1455,AirAsia,I5-1529,Apr 12,Delhi,Mumbai,15h 00m,1-stop,"4,838"
1456,AirAsia,I5-1529,Apr 12,Delhi,Mumbai,15h 00m,1-stop,"4,838"
1457,AirAsia,I5-740,Apr 12,Delhi,Mumbai,16h 35m,1-stop,"4,838"
1458,Air India,AI-471,Apr 12,Delhi,Mumbai,04h 30m,1-stop,"4,559"
1459,Air India,AI-475,Apr 12,Delhi,Mumbai,24h 40m,1-stop,"4,780"
1460,Indigo,6E-7348,Apr 12,Delhi,Mumbai,05h 40m,1-stop,"4,804"
1461,Indigo,6E-2274,Apr 12,Delhi,Mumbai,07h 15m,1-stop,"4,804"
1462,GO FIRST,G8- 119,Apr 12,Delhi,Mumbai,10h 55m,1-stop,"4,814"
1463,GO FIRST,G8- 113,Apr 12,Delhi,Mumbai,12h 25m,1-stop,"4,814"
1464,AirAsia,I5-1529,Apr 12,Delhi,Mumbai,11h 00m,1-stop,"4,838"
1465,AirAsia,I5-740,Apr 12,Delhi,Mumbai,12h 35m,1-stop,"4,838"
1466,SpiceJet,SG-2643,Apr 12,Delhi,Mumbai,12h 55m,1-stop,"5,253"
1467,Air India,AI-504,Apr 12,Delhi,Mumbai,11h 20m,1-stop,"4,924"
1468,Air India,AI-506,Apr 12,Delhi,Mumbai,11h 35m,1-stop,"4,924"
1469,Air India,AI-504,Apr 12,Delhi,Mumbai,13h 20m,1-stop,"4,924"
1470,Air India,AI-803,Apr 12,Delhi,Mumbai,14h 55m,1-stop,"4,924"
1471,Air India,AI-807,Apr 12,Delhi,Mumbai,15h 15m,1-stop,"4,924"
1472,Air India,AI-807,Apr 12,Delhi,Mumbai,17h 15m,1-stop,"4,924"
1473,Air India,AI-506,Apr 12,Delhi,Mumbai,23h 05m,1-stop,"4,924"
1474,Air India,AI-406,Apr 12,Delhi,Mumbai,06h 15m,1-stop,"4,926"
1475,Vistara,UK-705,Apr 12,Delhi,Mumbai,05h 30m,1-stop,"4,939"
1476,Vistara,UK-747,Apr 12,Delhi,Mumbai,06h 45m,1-stop,"4,939"
1477,Vistara,UK-705,Apr 12,Delhi,Mumbai,12h 50m,1-stop,"4,939"
1478,Vistara,UK-747,Apr 12,Delhi,Mumbai,14h 05m,1-stop,"4,939"
1479,Vistara,UK-817,Apr 12,Delhi,Mumbai,05h 45m,1-stop,"4,965"
1480,Vistara,UK-813,Apr 12,Delhi,Mumbai,05h 50m,1-stop,"4,965"
1481,Vistara,UK-819,Apr 12,Delhi,Mumbai,06h 00m,1-stop,"4,965"
1482,Vistara,UK-819,Apr 12,Delhi,Mumbai,06h 30m,1-stop,"4,965"
1483,Vistara,UK-817,Apr 12,Delhi,Mumbai,07h 20m,1-stop,"4,965"
1484,Vistara,UK-819,Apr 12,Delhi,Mumbai,07h 35m,1-stop,"4,965"
1485,Vistara,UK-819,Apr 12,Delhi,Mumbai,09h 10m,1-stop,"4,965"
1486,Vistara,UK-807,Apr 12,Delhi,Mumbai,11h 35m,1-stop,"4,965"
1487,Vistara,UK-815,Apr 12,Delhi,Mumbai,12h 10m,1-stop,"4,965"
1488,Vistara,UK-809,Apr 12,Delhi,Mumbai,12h 25m,1-stop,"4,965"
1489,Vistara,UK-815,Apr 12,Delhi,Mumbai,12h 40m,1-stop,"4,965"
1490,Vistara,UK-807,Apr 12,Delhi,Mumbai,13h 35m,1-stop,"4,965"
1491,Vistara,UK-815,Apr 12,Delhi,Mumbai,13h 45m,1-stop,"4,965"
1492,Vistara,UK-811,Apr 12,Delhi,Mumbai,14h 00m,1-stop,"4,965"
1493,Vistara,UK-809,Apr 12,Delhi,Mumbai,14h 25m,1-stop,"4,965"
1494,Vistara,UK-811,Apr 12,Delhi,Mumbai,14h 30m,1-stop,"4,965"
1495,Vistara,UK-813,Apr 12,Delhi,Mumbai,14h 40m,1-stop,"4,965"
1496,Vistara,UK-807,Apr 12,Delhi,Mumbai,14h 45m,1-stop,"4,965"
1497,GO FIRST,G8-2509,Apr 12,Delhi,Mumbai,09h 05m,1-stop,"5,087"
1498,GO FIRST,G8-2609,Apr 12,Delhi,Mumbai,10h 30m,1-stop,"5,087"
1499,GO FIRST,G8- 207,Apr 12,Delhi,Mumbai,10h 55m,1-stop,"5,087"
1500,GO FIRST,G8- 108,Apr 12,Delhi,Mumbai,04h 55m,1-stop,"5,099"
1501,Indigo,6E- 212,Apr 12,Delhi,Mumbai,08h 05m,1-stop,"5,112"
1502,Air India,AI-411,Apr 12,Delhi,Mumbai,06h 20m,1-stop,"5,231"
1503,Air India,AI-811,Apr 12,Delhi,Mumbai,18h 55m,1-stop,"5,231"
1504,GO FIRST,G8- 286,Apr 12,Delhi,Mumbai,08h 10m,1-stop,"5,317"
1505,GO FIRST,G8- 286,Apr 12,Delhi,Mumbai,09h 25m,1-stop,"5,317"
1506,GO FIRST,G8- 194,Apr 12,Delhi,Mumbai,11h 45m,1-stop,"5,317"
1507,AirAsia,I5-773,Apr 12,Delhi,Mumbai,06h 25m,1-stop,"5,341"
1508,AirAsia,I5-773,Apr 12,Delhi,Mumbai,11h 40m,1-stop,"5,341"
1509,AirAsia,I5-798,Apr 12,Delhi,Mumbai,13h 45m,1-stop,"5,341"
1510,AirAsia,I5-775,Apr 12,Delhi,Mumbai,14h 15m,1-stop,"5,341"
1511,GO FIRST,G8- 105,Apr 12,Delhi,Mumbai,10h 20m,1-stop,"5,353"
1512,Air India,AI-767,Apr 12,Delhi,Mumbai,08h 20m,1-stop,"5,360"
1513,Air India,AI-762,Apr 12,Delhi,Mumbai,16h 10m,1-stop,"5,360"
1514,Air India,AI-762,Apr 12,Delhi,Mumbai,24h 15m,1-stop,"5,360"
1515,GO FIRST,G8- 188,Apr 12,Delhi,Mumbai,04h 40m,1-stop,"5,379"
1516,GO FIRST,G8- 268,Apr 12,Delhi,Mumbai,09h 20m,1-stop,"5,379"
1517,Vistara,UK-627,Apr 12,Delhi,Mumbai,26h 40m,1-stop,"5,399"
1518,Air India,AI-473,Apr 12,Delhi,Mumbai,22h 30m,1-stop,"5,446"
1519,Air India,AI-512,Apr 12,Delhi,Mumbai,07h 55m,1-stop,"5,507"
1520,Indigo,6E-7336,Apr 12,Delhi,Mumbai,08h 45m,1-stop,"5,525"
1521,Indigo,6E-6098,Apr 12,Delhi,Mumbai,10h 00m,1-stop,"5,525"
1522,Air India,AI-883,Apr 12,Delhi,Mumbai,10h 10m,1-stop,"5,525"
1523,GO FIRST,G8-2511,Apr 12,Delhi,Mumbai,05h 55m,1-stop,"5,584"
1524,GO FIRST,G8- 165,Apr 12,Delhi,Mumbai,10h 35m,1-stop,"5,584"
1525,GO FIRST,G8- 143,Apr 12,Delhi,Mumbai,11h 00m,1-stop,"5,584"
1526,SpiceJet,SG-8483,Apr 12,Delhi,Mumbai,16h 30m,1-stop,"5,971"
1527,Vistara,UK-812,Apr 12,Delhi,Mumbai,05h 00m,1-stop,"5,819"
1528,SpiceJet,SG-2770,Apr 12,Delhi,Mumbai,08h 25m,1-stop,"6,192"
1529,SpiceJet,SG-2033,Apr 12,Delhi,Mumbai,20h 35m,1-stop,"6,192"
1530,Air India,AI-483,Apr 12,Delhi,Mumbai,23h 40m,1-stop,"5,852"
1531,Air India,AI-401,Apr 12,Delhi,Mumbai,13h 40m,1-stop,"5,885"
1532,Air India,AI-409,Apr 12,Delhi,Mumbai,06h 40m,1-stop,"5,927"
1533,GO FIRST,G8-2401,Apr 12,Delhi,Mumbai,08h 30m,1-stop,"5,958"
1534,GO FIRST,G8-2403,Apr 12,Delhi,Mumbai,12h 45m,1-stop,"5,958"
1535,Vistara,UK-847,Apr 12,Delhi,Mumbai,27h 35m,1-stop,"6,029"
1536,Air India,AI-451,Apr 12,Delhi,Mumbai,08h 40m,1-stop,"6,312"
1537,Air India,AI-9609,Apr 12,Delhi,Mumbai,19h 15m,1-stop,"6,654"
1538,Air India,AI-9645,Apr 12,Delhi,Mumbai,24h 50m,1-stop,"6,654"
1539,Air India,AI-479,Apr 12,Delhi,Mumbai,16h 30m,1-stop,"6,724"
1540,Air India,AI-764,Apr 12,Delhi,Mumbai,19h 30m,1-stop,"6,974"
1541,Indigo,6E- 736,Apr 12,Delhi,Mumbai,10h 00m,1-stop,"7,932"
1542,GO FIRST,G8- 191,Apr 12,Delhi,Mumbai,09h 00m,1-stop,"8,276"
1543,GO FIRST,G8- 191,Apr 12,Delhi,Mumbai,09h 05m,1-stop,"8,276"
1544,Air India,AI-801,Apr 12,Delhi,Mumbai,29h 10m,1-stop,"8,789"
